time,buy_yuan_per_kwh,sell_yuan_per_kwh
7376400,0.554616,0.109764
7380000,0.234444,0.116134
7383600,0.093878,0.073878
7387200,0.116434,0.096434
7390800,0.194064,0.128497
7394400,0.283165,0.092137
7398000,0.648966,0.080457
7401600,0.636014,0.127256
7405200,0.995918,0.104610
7408800,0.985567,0.103747
7412400,0.932088,0.117284
7416000,0.698487,0.095545
7419600,0.858878,0.140650
7423200,0.533852,0.143554
7426800,0.538674,0.143027
7430400,0.532732,0.112278
7434000,0.510550,0.096790
7437600,0.534989,0.059245
7441200,0.534376,0.079795
7444800,0.569728,0.088588
7448400,0.588047,0.133533
7452000,0.584629,0.134234
7455600,0.537520,0.147021
7459200,0.451306,0.136498
7462800,0.449267,0.123794
7466400,0.132466,0.112466
7470000,0.050000,0.030000
7473600,0.050000,0.030000
7477200,0.050000,0.030000
7480800,0.087956,0.067956
7484400,0.456903,0.198894
7488000,0.489490,0.183520
7491600,1.009941,0.141488
7495200,0.929055,0.183639
7498800,0.970324,0.138597
7502400,0.912094,0.132379
7506000,0.951429,0.108259
7509600,0.597076,0.182864
7513200,0.587386,0.169623
7516800,0.545446,0.157210
7520400,0.579636,0.181155
7524000,0.564389,0.157142
7527600,0.614977,0.174608
7531200,0.606410,0.183098
7534800,0.635643,0.180494
7538400,0.659047,0.214739
7542000,0.704720,0.215829
7545600,0.738560,0.209151
7549200,0.676699,0.196192
7552800,0.278321,0.197967
7556400,0.196855,0.176855
7560000,0.183259,0.163259
7563600,0.151886,0.131886
7567200,0.211720,0.174897
7570800,0.575396,0.160823
7574400,0.547866,0.120087
7578000,1.002909,0.142833
7581600,1.086671,0.106900
7585200,1.012226,0.103670
7588800,0.852687,0.181555
7592400,0.892196,0.192804
7596000,0.545815,0.172336
7599600,0.581216,0.164273
7603200,0.585093,0.174869
7606800,0.606744,0.197022
7610400,0.610597,0.202317
7614000,0.583354,0.199491
7617600,0.599644,0.189239
7621200,0.592422,0.196450
7624800,0.580660,0.145030
7628400,0.613629,0.143804
7632000,0.612408,0.137968
7635600,0.587456,0.097863
7639200,0.205053,0.106805
7642800,0.079333,0.059333
7646400,0.079952,0.059952
7650000,0.059718,0.039718
7653600,0.203212,0.050395
7657200,0.516841,0.069589
7660800,0.523667,0.082812
7664400,1.114832,0.087028
7668000,1.099156,0.031479
7671600,1.267177,0.020000
7675200,1.069133,0.037552
7678800,1.055214,0.096506
7682400,0.681393,0.115081
7686000,0.629407,0.108564
7689600,0.646946,0.152123
7693200,0.685679,0.155881
7696800,0.681751,0.151550
7700400,0.685705,0.089152
7704000,0.649569,0.070454
7707600,0.653447,0.064497
7711200,0.760917,0.114262
7714800,0.730348,0.065082
7718400,0.685211,0.052852
7722000,0.616640,0.040533
7725600,0.234871,0.048719
7729200,0.167415,0.077294
7732800,0.146902,0.073326
7736400,0.119464,0.073179
7740000,0.222283,0.117549
7743600,0.609587,0.138766
7747200,0.546506,0.160281
7750800,0.995094,0.188657
7754400,1.021160,0.168696
7758000,1.057737,0.091003
7761600,0.915887,0.050784
7765200,0.880512,0.075124
7768800,0.561911,0.091035
7772400,0.529223,0.132524
7776000,0.504030,0.131014
7779600,0.505399,0.123877
7783200,0.603444,0.173196
7786800,0.626400,0.171364
7790400,0.675754,0.228147
7794000,0.753458,0.233435
7797600,0.886596,0.269160
7801200,0.812191,0.320308
7804800,0.765022,0.268789
7808400,0.699984,0.217211
7812000,0.295098,0.197867
7815600,0.156117,0.136117
7819200,0.180215,0.160215
7822800,0.168366,0.148366
7826400,0.302236,0.232562
7830000,0.645012,0.229104
7833600,0.642272,0.229288
7837200,1.165106,0.200948
7840800,1.220931,0.208805
7844400,1.161038,0.180068
7848000,1.160846,0.233177
7851600,1.186440,0.235202
7855200,0.732330,0.239849
7858800,0.710073,0.249603
7862400,0.645497,0.256881
7866000,0.673772,0.282952
7869600,0.671091,0.256862
7873200,0.629589,0.218483
7876800,0.717525,0.228298
7880400,0.725300,0.204379
7884000,0.774458,0.231338
7887600,0.749219,0.287696
7891200,0.710250,0.297810
7894800,0.694273,0.266117
7898400,0.332363,0.261076
7902000,0.199675,0.179675
7905600,0.196317,0.176317
7909200,0.219056,0.199056
7912800,0.310638,0.258000
7916400,0.620089,0.236505
7920000,0.600629,0.245489
7923600,1.129556,0.279143
7927200,1.138621,0.298817
7930800,1.189851,0.254793
7934400,1.085309,0.223282
7938000,1.064865,0.247645
7941600,0.675490,0.256768
7945200,0.683708,0.242618
7948800,0.690435,0.203113
7952400,0.671064,0.200955
7956000,0.703075,0.191083
7959600,0.762579,0.228825
7963200,0.814779,0.255290
7966800,0.888771,0.306998
7970400,0.840190,0.294321
7974000,0.812703,0.321601
7977600,0.776467,0.279428
7981200,0.731226,0.254277
7984800,0.340550,0.220853
7988400,0.203844,0.183844
7992000,0.205849,0.185849
7995600,0.221766,0.201766
7999200,0.350206,0.292582
8002800,0.671205,0.286338
8006400,0.632663,0.252149
8010000,1.133940,0.246517
8013600,1.144989,0.253206
8017200,1.217822,0.226029
8020800,1.166325,0.180141
8024400,1.140899,0.178226
8028000,0.782761,0.201926
8031600,0.730559,0.211784
8035200,0.703343,0.239365
8038800,0.762703,0.212323
8042400,0.705075,0.198444
8046000,0.688442,0.231418
8049600,0.701168,0.225350
8053200,0.675252,0.166301
8056800,0.619484,0.147088
8060400,0.591781,0.159897
8064000,0.683895,0.172310
8067600,0.647726,0.170521
8071200,0.262485,0.160762
8074800,0.200173,0.180173
8078400,0.200074,0.180074
8082000,0.167911,0.147911
8085600,0.247085,0.189242
8089200,0.582687,0.177414
8092800,0.581703,0.150623
8096400,1.168174,0.219877
8100000,1.111728,0.312827
8103600,1.135525,0.224716
8107200,1.036989,0.271968
8110800,0.908883,0.290621
8114400,0.616572,0.244082
8118000,0.586800,0.247613
8121600,0.626940,0.213458
8125200,0.636150,0.217603
8128800,0.706937,0.245583
8132400,0.703263,0.196684
8136000,0.606749,0.248200
8139600,0.584063,0.247459
8143200,0.632397,0.250749
8146800,0.631187,0.257701
8150400,0.688066,0.300949
8154000,0.716470,0.278808
8157600,0.365380,0.287631
8161200,0.281468,0.261468
8164800,0.240036,0.220036
8168400,0.228414,0.208414
8172000,0.347306,0.292302
8175600,0.640613,0.242208
8179200,0.660975,0.207711
8182800,1.216993,0.200488
8186400,1.229387,0.164843
8190000,1.025458,0.158938
8193600,0.851767,0.188982
8197200,0.996668,0.187330
8200800,0.661820,0.247642
8204400,0.617666,0.249586
8208000,0.657065,0.247239
8211600,0.676810,0.243414
8215200,0.711073,0.262051
8218800,0.732964,0.282277
8222400,0.714815,0.222058
8226000,0.713942,0.203291
8229600,0.726829,0.191757
8233200,0.787353,0.174396
8236800,0.837659,0.284978
8240400,0.744398,0.239496
8244000,0.389311,0.229130
8247600,0.318420,0.263182
8251200,0.323670,0.257795
8254800,0.304125,0.254983
8258400,0.433391,0.288445
8262000,0.776477,0.260900
8265600,0.857803,0.254330
8269200,1.304705,0.321428
8272800,1.254057,0.322263
8276400,1.245739,0.356600
8280000,1.083074,0.353101
8283600,1.039407,0.344020
8287200,0.577642,0.344506
8290800,0.593706,0.342281
8294400,0.600222,0.311743
8298000,0.607317,0.276382
8301600,0.671907,0.250463
8305200,0.646653,0.194921
8308800,0.684525,0.215956
8312400,0.692750,0.253616
8316000,0.694566,0.212168
8319600,0.725103,0.225584
8323200,0.771574,0.202714
8326800,0.739160,0.134725
8330400,0.378010,0.145418
8334000,0.251208,0.135216
8337600,0.224473,0.148863
8341200,0.231219,0.168929
8344800,0.391425,0.185749
8348400,0.713372,0.208485
8352000,0.721683,0.200854
8355600,1.297237,0.259991
8359200,1.366358,0.296807
8362800,1.369055,0.322624
8366400,1.070155,0.347409
8370000,1.084955,0.315021
8373600,0.641536,0.260969
8377200,0.699003,0.279875
8380800,0.695097,0.263104
8384400,0.728318,0.259013
8388000,0.699604,0.268860
8391600,0.626212,0.273227
8395200,0.652335,0.240851
8398800,0.676338,0.250683
8402400,0.634481,0.218921
8406000,0.625208,0.222440
8409600,0.771184,0.251507
8413200,0.819559,0.277104
8416800,0.462200,0.252968
8420400,0.345947,0.226396
8424000,0.378278,0.249040
8427600,0.370200,0.270282
8431200,0.383970,0.254946
8434800,0.710977,0.238061
8438400,0.725153,0.238822
8442000,1.135571,0.147728
8445600,1.159431,0.198386
8449200,1.085751,0.198020
8452800,1.044405,0.221441
8456400,1.084501,0.258700
8460000,0.728406,0.229195
8463600,0.743729,0.249545
8467200,0.743079,0.251121
8470800,0.768765,0.298925
8474400,0.709403,0.297992
8478000,0.643270,0.329431
8481600,0.683766,0.365997
8485200,0.693732,0.363024
8488800,0.731503,0.318131
8492400,0.761693,0.284024
8496000,0.832505,0.295055
8499600,0.764161,0.232957
8503200,0.405752,0.264838
8506800,0.306436,0.284902
8510400,0.343622,0.275550
8514000,0.341623,0.256420
8517600,0.434071,0.197548
8521200,0.728087,0.177029
8524800,0.705955,0.181051
8528400,1.250119,0.201859
8532000,1.170624,0.169923
8535600,1.130981,0.179839
8539200,0.986561,0.196716
8542800,1.058957,0.197484
8546400,0.674190,0.192238
8550000,0.571972,0.186626
8553600,0.664663,0.195469
8557200,0.667360,0.235856
8560800,0.696066,0.254357
8564400,0.680337,0.252517
8568000,0.666315,0.225901
8571600,0.733792,0.258255
8575200,0.658686,0.248684
8578800,0.626659,0.197807
8582400,0.682870,0.198472
8586000,0.651049,0.231653
8589600,0.255293,0.208401
8593200,0.155734,0.135734
8596800,0.199170,0.179170
8600400,0.205547,0.185547
8604000,0.240288,0.178843
8607600,0.651208,0.232018
8611200,0.597963,0.257428
8614800,1.125380,0.242833
8618400,1.069667,0.217862
8622000,0.993797,0.207646
8625600,0.857920,0.230711
8629200,0.852987,0.226104
8632800,0.515263,0.258971
8636400,0.542128,0.278206
8640000,0.570657,0.269125
8643600,0.622715,0.229726
8647200,0.625160,0.237471
8650800,0.616942,0.216203
8654400,0.605420,0.237785
8658000,0.573436,0.228453
8661600,0.621088,0.270406
8665200,0.639083,0.266589
8668800,0.565106,0.279906
8672400,0.591467,0.329891
8676000,0.240755,0.220755
8679600,0.205263,0.185263
8683200,0.193372,0.173372
8686800,0.187099,0.167099
8690400,0.355737,0.335737
8694000,0.790991,0.383632
8697600,0.740142,0.341891
8701200,1.168571,0.329578
8704800,1.239101,0.326693
8708400,1.079709,0.245960
8712000,0.826579,0.248933
8715600,0.846236,0.251600
8719200,0.617164,0.298521
8722800,0.593315,0.255617
8726400,0.580907,0.272610
8730000,0.621902,0.245654
8733600,0.721601,0.265130
8737200,0.698651,0.276391
8740800,0.690766,0.243796
8744400,0.770689,0.233904
8748000,0.692154,0.226648
8751600,0.751642,0.265487
8755200,0.711719,0.293819
8758800,0.705901,0.291917
8762400,0.350575,0.288869
8766000,0.235492,0.215492
8769600,0.237193,0.217193
8773200,0.270175,0.250175
8776800,0.404933,0.349065
8780400,0.738810,0.327656
8784000,0.704871,0.248479
8787600,1.219298,0.200435
8791200,1.164266,0.210094
8794800,1.244160,0.192485
8798400,1.139627,0.198240
8802000,1.265999,0.250759
8805600,0.891513,0.277911
8809200,0.815399,0.249761
8812800,0.842245,0.229242
8816400,0.824419,0.191518
8820000,0.789605,0.214467
8823600,0.763871,0.199515
8827200,0.746432,0.175230
8830800,0.711491,0.228397
8834400,0.684706,0.236179
8838000,0.661870,0.221721
8841600,0.735865,0.255122
8845200,0.683989,0.212696
8848800,0.286599,0.219041
8852400,0.178884,0.158884
8856000,0.174862,0.154862
8859600,0.131538,0.111538
8863200,0.241225,0.221225
8866800,0.556953,0.203720
8870400,0.565998,0.210139
8874000,1.061478,0.250587
8877600,1.035948,0.170673
8881200,1.178863,0.248263
8884800,1.041634,0.230261
8888400,1.033587,0.262597
8892000,0.680281,0.268597
8895600,0.665574,0.250473
8899200,0.672633,0.245345
8902800,0.681272,0.204544
8906400,0.622849,0.214506
8910000,0.632673,0.207285
8913600,0.581614,0.209544
8917200,0.613999,0.185177
8920800,0.651960,0.224269
8924400,0.623885,0.206367
8928000,0.684125,0.201356
8931600,0.677873,0.222179
8935200,0.362274,0.254638
8938800,0.252704,0.232704
8942400,0.263135,0.243135
8946000,0.259881,0.239881
8949600,0.374557,0.276385
8953200,0.781841,0.309016
8956800,0.794883,0.268573
8960400,1.270633,0.205477
8964000,1.315229,0.121420
8967600,1.225815,0.141128
8971200,1.103665,0.183982
8974800,1.074062,0.235171
8978400,0.735091,0.232095
8982000,0.791512,0.195052
8985600,0.730207,0.180128
8989200,0.639151,0.193131
8992800,0.607039,0.208932
8996400,0.679385,0.257055
9000000,0.687220,0.252640
9003600,0.709279,0.271677
9007200,0.727685,0.223495
9010800,0.747434,0.213563
9014400,0.761225,0.194377
9018000,0.809617,0.234658
9021600,0.475748,0.236394
9025200,0.349389,0.240309
9028800,0.326866,0.218879
9032400,0.303218,0.229079
9036000,0.369886,0.244132
9039600,0.754265,0.230358
9043200,0.772301,0.267799
9046800,1.339527,0.304528
9050400,1.338935,0.312900
9054000,1.268662,0.254089
9057600,1.120794,0.266143
9061200,1.207531,0.286869
9064800,0.859875,0.284782
9068400,0.735943,0.240937
9072000,0.703305,0.210963
9075600,0.765337,0.226519
9079200,0.759644,0.254485
9082800,0.679734,0.241780
9086400,0.752536,0.241078
9090000,0.739707,0.178537
9093600,0.707478,0.156162
9097200,0.713103,0.215101
9100800,0.755584,0.213442
9104400,0.721658,0.190669
9108000,0.378408,0.187058
9111600,0.307380,0.223165
9115200,0.290929,0.223730
9118800,0.280736,0.197934
9122400,0.386864,0.219113
9126000,0.787133,0.222151
9129600,0.731623,0.231731
9133200,1.114649,0.257521
9136800,1.194925,0.265119
9140400,1.246859,0.260385
9144000,1.098223,0.267615
9147600,1.123060,0.305807
9151200,0.747820,0.305501
9154800,0.796218,0.328882
9158400,0.772409,0.252777
9162000,0.738897,0.241194
9165600,0.704644,0.230200
9169200,0.756254,0.223940
9172800,0.652127,0.215862
9176400,0.650846,0.192267
9180000,0.617820,0.230915
9183600,0.628802,0.247564
9187200,0.636475,0.256158
9190800,0.581277,0.301586
9194400,0.275623,0.255623
9198000,0.201962,0.181962
9201600,0.136176,0.116176
9205200,0.145260,0.125260
9208800,0.311772,0.264080
9212400,0.747268,0.257051
9216000,0.743999,0.236274
9219600,1.222109,0.197379
9223200,1.316200,0.305897
9226800,1.388681,0.232003
9230400,1.243288,0.220704
9234000,1.184718,0.246682
9237600,0.812846,0.252397
9241200,0.827596,0.255715
9244800,0.691773,0.269385
9248400,0.711421,0.294033
9252000,0.817333,0.291060
9255600,0.826221,0.287039
9259200,0.884788,0.311971
9262800,0.887246,0.342878
9266400,0.828379,0.307343
9270000,0.789009,0.249606
9273600,0.760815,0.271036
9277200,0.685166,0.211154
9280800,0.340410,0.195992
9284400,0.274932,0.227797
9288000,0.224824,0.204824
9291600,0.220498,0.200498
9295200,0.314447,0.204092
9298800,0.704242,0.223037
9302400,0.729600,0.224015
9306000,1.301617,0.236525
9309600,1.259907,0.221137
9313200,1.334167,0.146205
9316800,1.200483,0.164100
9320400,1.227545,0.211933
9324000,0.833316,0.224237
9327600,0.898107,0.253452
9331200,0.886064,0.219196
9334800,0.864277,0.219430
9338400,0.787180,0.259543
9342000,0.764923,0.297688
9345600,0.811200,0.315618
9349200,0.805652,0.327525
9352800,0.716136,0.319325
9356400,0.736361,0.298237
9360000,0.725357,0.330455
9363600,0.792332,0.321894
9367200,0.427411,0.312958
9370800,0.312672,0.292672
9374400,0.326671,0.280172
9378000,0.285243,0.265243
9381600,0.379004,0.310695
9385200,0.706557,0.279961
9388800,0.763641,0.278159
9392400,1.128202,0.161304
9396000,1.032770,0.179703
9399600,1.110813,0.184480
9403200,0.945067,0.213039
9406800,0.924866,0.210257
9410400,0.540851,0.230735
9414000,0.518002,0.254565
9417600,0.549712,0.277229
9421200,0.597276,0.273440
9424800,0.553432,0.230270
9428400,0.647328,0.252319
9432000,0.647295,0.271323
9435600,0.632478,0.261958
9439200,0.695222,0.250397
9442800,0.682114,0.204145
9446400,0.639032,0.198610
9450000,0.670136,0.221806
9453600,0.363331,0.212478
9457200,0.264744,0.195852
9460800,0.230692,0.199985
9464400,0.214457,0.193903
9468000,0.310597,0.181114
9471600,0.651410,0.228830
9475200,0.657022,0.208519
9478800,1.144308,0.152744
9482400,1.212907,0.147831
9486000,1.271284,0.096523
9489600,1.112521,0.122837
9493200,1.119067,0.161227
9496800,0.809480,0.211914
9500400,0.763535,0.211788
9504000,0.801252,0.240853
9507600,0.780974,0.248967
9511200,0.727590,0.253918
9514800,0.664616,0.209689
9518400,0.702149,0.200547
9522000,0.702911,0.231237
9525600,0.756110,0.195020
9529200,0.724487,0.219707
9532800,0.714493,0.151037
9536400,0.777488,0.116984
9540000,0.402479,0.176580
9543600,0.247668,0.175557
9547200,0.243843,0.156365
9550800,0.240288,0.199171
9554400,0.323738,0.184770
9558000,0.665745,0.207104
9561600,0.665736,0.216685
9565200,1.089167,0.168085
9568800,1.070341,0.153948
9572400,1.112401,0.202158
9576000,0.933475,0.245041
9579600,0.934592,0.245485
9583200,0.599149,0.273853
9586800,0.541278,0.232117
9590400,0.550992,0.213476
9594000,0.604263,0.210523
9597600,0.609888,0.225201
9601200,0.598367,0.190044
9604800,0.620988,0.194169
9608400,0.618646,0.225355
9612000,0.653026,0.216018
9615600,0.699443,0.178725
9619200,0.669694,0.212647
9622800,0.705528,0.253154
9626400,0.355138,0.248145
9630000,0.246560,0.213385
9633600,0.251136,0.199356
9637200,0.263147,0.222380
9640800,0.292505,0.209136
9644400,0.671747,0.233857
9648000,0.747873,0.273074
9651600,1.233261,0.231907
9655200,1.286773,0.280739
9658800,1.245848,0.319540
9662400,0.985343,0.258043
9666000,0.988979,0.251922
9669600,0.587579,0.201591
9673200,0.578730,0.195481
9676800,0.668251,0.261649
9680400,0.586386,0.237200
9684000,0.551863,0.201355
9687600,0.548926,0.239194
9691200,0.583617,0.223381
9694800,0.594913,0.236625
9698400,0.651910,0.215096
9702000,0.711659,0.233467
9705600,0.720408,0.224217
9709200,0.711657,0.200964
9712800,0.347892,0.171760
9716400,0.201480,0.156346
9720000,0.251503,0.206898
9723600,0.253744,0.233744
9727200,0.369908,0.228320
9730800,0.777587,0.236706
9734400,0.785028,0.212911
9738000,1.238972,0.201240
9741600,1.244539,0.157988
9745200,1.056504,0.145853
9748800,0.968551,0.192181
9752400,0.967544,0.200126
9756000,0.612386,0.206973
9759600,0.660259,0.225630
9763200,0.667760,0.235129
9766800,0.598003,0.222486
9770400,0.626633,0.228970
9774000,0.641232,0.262213
9777600,0.679011,0.279205
9781200,0.665584,0.296398
9784800,0.738888,0.321099
9788400,0.715036,0.346029
9792000,0.695328,0.325955
9795600,0.742360,0.320412
9799200,0.325651,0.296844
9802800,0.253047,0.233047
9806400,0.267369,0.247369
9810000,0.270720,0.250720
9813600,0.353208,0.302782
9817200,0.705073,0.320974
9820800,0.766738,0.290991
9824400,1.180824,0.255721
9828000,1.078986,0.217807
9831600,1.019018,0.255252
9835200,0.968037,0.223821
9838800,0.982444,0.210037
9842400,0.647068,0.174567
9846000,0.662394,0.222280
9849600,0.595826,0.212710
9853200,0.628741,0.216272
9856800,0.719677,0.220441
9860400,0.753254,0.213058
9864000,0.702701,0.204348
9867600,0.742472,0.249542
9871200,0.720610,0.277446
9874800,0.638466,0.229712
9878400,0.680054,0.196008
9882000,0.743173,0.249852
9885600,0.397393,0.225052
9889200,0.299820,0.241392
9892800,0.297176,0.243980
9896400,0.330961,0.274577
9900000,0.408442,0.249843
9903600,0.715175,0.204768
9907200,0.634347,0.175879
9910800,1.166335,0.278744
9914400,1.238782,0.249434
9918000,1.150641,0.222608
9921600,1.034045,0.214329
9925200,1.055608,0.230979
9928800,0.724500,0.268546
9932400,0.763054,0.271633
9936000,0.690855,0.217225
9939600,0.643259,0.246266
9943200,0.618362,0.257522
9946800,0.676031,0.272504
9950400,0.682398,0.261925
9954000,0.654656,0.296550
9957600,0.595503,0.297318
9961200,0.673990,0.303900
9964800,0.728812,0.302958
9968400,0.761469,0.340945
9972000,0.425556,0.323226
9975600,0.314381,0.280768
9979200,0.307692,0.282496
9982800,0.268477,0.230398
9986400,0.323636,0.200580
9990000,0.802895,0.228270
9993600,0.815739,0.229002
9997200,1.269943,0.257815
10000800,1.285432,0.211320
10004400,1.197203,0.192025
10008000,1.108461,0.216431
10011600,1.035360,0.215208
10015200,0.714815,0.184609
10018800,0.730741,0.171401
10022400,0.750334,0.194141
10026000,0.715255,0.172532
10029600,0.707364,0.213529
10033200,0.685932,0.220453
10036800,0.673023,0.196205
10040400,0.657736,0.208023
10044000,0.727717,0.214406
10047600,0.699699,0.199578
10051200,0.645029,0.186583
10054800,0.602527,0.153556
10058400,0.321793,0.193199
10062000,0.249291,0.223274
10065600,0.262126,0.217403
10069200,0.241159,0.219610
10072800,0.329665,0.183183
10076400,0.677477,0.200744
10080000,0.674727,0.244106
10083600,1.219332,0.234537
10087200,1.304025,0.217908
10090800,1.186998,0.175254
10094400,0.997740,0.229258
10098000,1.027582,0.246269
10101600,0.749205,0.252904
10105200,0.651144,0.252883
10108800,0.675855,0.268230
10112400,0.618439,0.247660
10116000,0.606554,0.288638
10119600,0.585927,0.265877
10123200,0.599351,0.300634
10126800,0.574352,0.244379
10130400,0.567983,0.196822
10134000,0.588617,0.230418
10137600,0.564627,0.259313
10141200,0.637554,0.267040
10144800,0.290798,0.229423
10148400,0.226591,0.206591
10152000,0.177798,0.157798
10155600,0.212861,0.192861
10159200,0.349599,0.238792
10162800,0.674260,0.231473
10166400,0.692761,0.262038
10170000,1.158792,0.248584
10173600,1.302878,0.259693
10177200,1.448586,0.322030
10180800,1.167325,0.338560
10184400,1.288377,0.302213
10188000,0.848998,0.241153
10191600,0.892627,0.300361
10195200,0.873516,0.309400
10198800,0.829363,0.338357
10202400,0.795811,0.276529
10206000,0.752084,0.259003
10209600,0.761247,0.268481
10213200,0.763350,0.266589
10216800,0.785768,0.247263
10220400,0.778430,0.258955
10224000,0.744900,0.246007
10227600,0.796637,0.255941
10231200,0.443596,0.250261
10234800,0.347761,0.267392
10238400,0.298637,0.244641
10242000,0.241159,0.221159
10245600,0.292751,0.217230
10249200,0.644218,0.235629
10252800,0.692832,0.232007
10256400,1.277308,0.277573
10260000,1.244856,0.254273
10263600,1.309508,0.210681
10267200,1.192390,0.239138
10270800,1.163270,0.221436
10274400,0.730958,0.215272
10278000,0.804123,0.245158
10281600,0.805331,0.213257
10285200,0.802121,0.253250
10288800,0.775473,0.274519
10292400,0.710594,0.250401
10296000,0.666382,0.232801
10299600,0.704183,0.242454
10303200,0.651905,0.223090
10306800,0.779329,0.219853
10310400,0.735454,0.221448
10314000,0.667272,0.227045
10317600,0.343521,0.244522
10321200,0.301687,0.273688
10324800,0.299591,0.279591
10328400,0.315536,0.288452
10332000,0.383422,0.314847
10335600,0.726621,0.299797
10339200,0.689135,0.280621
10342800,1.085226,0.304800
10346400,1.091465,0.267333
10350000,0.947607,0.292804
10353600,0.769397,0.300541
10357200,0.800088,0.309799
10360800,0.449108,0.271332
10364400,0.476453,0.239844
10368000,0.526464,0.246134
10371600,0.567264,0.217776
10375200,0.610225,0.237035
10378800,0.682046,0.261609
10382400,0.663384,0.256472
10386000,0.699087,0.261713
10389600,0.693652,0.224750
10393200,0.720127,0.217487
10396800,0.724155,0.258695
10400400,0.689991,0.226081
10404000,0.324993,0.221547
10407600,0.267463,0.247463
10411200,0.236266,0.216266
10414800,0.204149,0.184149
10418400,0.276895,0.195952
10422000,0.596187,0.212499
10425600,0.662105,0.255392
10429200,1.189165,0.310709
10432800,1.130077,0.307970
10436400,1.208595,0.256645
10440000,0.998842,0.220098
10443600,0.910474,0.203360
10447200,0.637314,0.180809
10450800,0.614663,0.190895
10454400,0.617271,0.221350
10458000,0.651913,0.254953
10461600,0.680283,0.196150
10465200,0.689381,0.195089
10468800,0.655714,0.172163
10472400,0.687709,0.190417
10476000,0.653746,0.171998
10479600,0.760301,0.204562
10483200,0.777707,0.233150
10486800,0.677105,0.219198
10490400,0.351459,0.230883
10494000,0.307098,0.266072
10497600,0.311333,0.242732
10501200,0.314465,0.215626
10504800,0.382919,0.209565
10508400,0.736129,0.187978
10512000,0.673578,0.214598
10515600,1.171503,0.169687
10519200,1.102921,0.123380
10522800,1.063388,0.186300
10526400,0.879036,0.180103
10530000,0.946717,0.205295
10533600,0.623367,0.175237
10537200,0.661887,0.241017
10540800,0.597514,0.204445
10544400,0.588048,0.228109
10548000,0.587136,0.246823
10551600,0.642620,0.254445
10555200,0.713682,0.250383
10558800,0.744138,0.228147
10562400,0.687077,0.192161
10566000,0.582526,0.193502
10569600,0.527128,0.224102
10573200,0.603897,0.243749
10576800,0.243817,0.223817
10580400,0.171312,0.151312
10584000,0.199955,0.179955
10587600,0.235272,0.215272
10591200,0.328060,0.264468
10594800,0.657849,0.237956
10598400,0.628143,0.205684
10602000,1.165432,0.230572
10605600,1.307830,0.258755
10609200,1.316238,0.267994
10612800,1.209424,0.311399
10616400,1.276672,0.318284
10620000,0.836295,0.309562
10623600,0.826927,0.272611
10627200,0.773768,0.252425
10630800,0.648851,0.239653
10634400,0.590809,0.276722
10638000,0.566405,0.284648
10641600,0.625794,0.306593
10645200,0.616311,0.286839
10648800,0.641670,0.297557
10652400,0.730871,0.303510
10656000,0.659549,0.263212
10659600,0.633084,0.237391
10663200,0.286316,0.210561
10666800,0.198387,0.178387
10670400,0.228605,0.208605
10674000,0.227763,0.207763
10677600,0.339599,0.237300
10681200,0.677096,0.265004
10684800,0.735288,0.229907
10688400,1.235459,0.309682
10692000,1.321071,0.304415
10695600,1.317475,0.374531
10699200,1.150359,0.347668
10702800,1.086766,0.337365
10706400,0.750651,0.355556
10710000,0.734345,0.323172
10713600,0.662585,0.332931
10717200,0.628899,0.254806
10720800,0.604409,0.274354
10724400,0.677736,0.260422
10728000,0.694145,0.262590
10731600,0.734528,0.212659
10735200,0.738522,0.227898
10738800,0.711890,0.199989
10742400,0.636064,0.190768
10746000,0.595896,0.189805
10749600,0.276867,0.219098
10753200,0.226397,0.206397
10756800,0.254690,0.234690
10760400,0.301382,0.281382
10764000,0.425417,0.325358
10767600,0.855386,0.338974
10771200,0.843141,0.348958
10774800,1.479938,0.283931
10778400,1.370127,0.300815
10782000,1.298984,0.347716
10785600,1.059922,0.341236
10789200,1.178068,0.310947
10792800,0.857781,0.314389
10796400,0.789604,0.267400
10800000,0.811331,0.266672
10803600,0.795564,0.273908
10807200,0.827534,0.238830
10810800,0.753265,0.243326
10814400,0.754357,0.265346
10818000,0.715621,0.275121
10821600,0.613829,0.250940
10825200,0.688479,0.234247
10828800,0.686406,0.308035
10832400,0.736655,0.315786
10836000,0.468014,0.331322
10839600,0.363906,0.340769
10843200,0.362898,0.342898
10846800,0.336869,0.316869
10850400,0.456065,0.313069
10854000,0.782586,0.305089
10857600,0.747198,0.305623
10861200,1.324560,0.316462
10864800,1.327621,0.267260
10868400,1.156898,0.252500
10872000,0.956205,0.292029
10875600,1.021838,0.268166
10879200,0.710253,0.306510
10882800,0.687043,0.312693
10886400,0.710012,0.308456
10890000,0.723142,0.317820
10893600,0.734978,0.294349
10897200,0.656588,0.270779
10900800,0.637388,0.236291
10904400,0.682170,0.288515
10908000,0.697915,0.278016
10911600,0.710935,0.285271
10915200,0.645136,0.284166
10918800,0.681120,0.291243
10922400,0.375708,0.278836
10926000,0.301352,0.281352
10929600,0.320157,0.300157
10933200,0.292477,0.272477
10936800,0.372904,0.247897
10940400,0.723298,0.271868
10944000,0.743302,0.242913
10947600,1.209754,0.218434
10951200,1.133376,0.124489
10954800,1.095609,0.174572
10958400,0.966322,0.183711
10962000,0.932185,0.134166
10965600,0.620827,0.151551
