time,band,buy_da,sell_da,buy_realized,sell_realized,eps_buy,eps_sell
3636000,V,0.283590,0.187500,0.245417,0.090868,-0.038173,-0.096632
3639600,V,0.283590,0.187500,0.278197,0.057175,-0.005393,-0.130325
3643200,V,0.283590,0.187500,0.259782,0.055741,-0.023808,-0.131759
3646800,V,0.283590,0.187500,0.230648,0.090482,-0.052942,-0.097018
3650400,F,0.634570,0.187500,0.526704,0.116389,-0.107866,-0.071111
3654000,P,0.985550,0.187500,0.802877,0.085946,-0.182673,-0.101554
3657600,P,0.985550,0.187500,0.816112,0.109219,-0.169438,-0.078281
3661200,F,0.634570,0.187500,0.462323,0.071095,-0.172247,-0.116405
3664800,V,0.283590,0.187500,0.142130,0.122130,-0.141460,-0.058396
3668400,D,0.183310,0.187500,0.050000,0.030000,-0.134812,-0.073792
3672000,D,0.183310,0.187500,0.089218,0.069218,-0.094092,-0.044188
3675600,D,0.183310,0.187500,0.126142,0.106142,-0.057168,-0.037875
3679200,V,0.283590,0.187500,0.244485,0.142709,-0.039105,-0.044791
3682800,F,0.634570,0.187500,0.591944,0.100044,-0.042626,-0.087456
3686400,S,1.135970,0.187500,0.943272,0.091145,-0.192698,-0.096355
3690000,S,1.135970,0.187500,0.953585,0.101130,-0.182385,-0.086370
3693600,S,1.135970,0.187500,0.830663,0.107647,-0.305307,-0.079853
3697200,P,0.985550,0.187500,0.746488,0.183182,-0.239062,-0.004318
3700800,P,0.985550,0.187500,0.788989,0.153790,-0.196561,-0.033710
3704400,F,0.634570,0.187500,0.530373,0.179209,-0.104197,-0.008291
3708000,F,0.634570,0.187500,0.559018,0.143655,-0.075552,-0.043845
3711600,F,0.634570,0.187500,0.592472,0.159881,-0.042098,-0.027619
3715200,F,0.634570,0.187500,0.519594,0.142349,-0.114976,-0.045151
3718800,F,0.634570,0.187500,0.548140,0.146847,-0.086430,-0.040653
3722400,V,0.283590,0.187500,0.195461,0.167080,-0.088129,-0.020420
3726000,V,0.283590,0.187500,0.214804,0.188126,-0.068786,0.000626
3729600,V,0.283590,0.187500,0.230466,0.156653,-0.053124,-0.030847
3733200,V,0.283590,0.187500,0.219920,0.151452,-0.063670,-0.036048
3736800,F,0.634570,0.187500,0.626914,0.180899,-0.007656,-0.006601
3740400,P,0.985550,0.187500,1.016490,0.165086,0.030940,-0.022414
3744000,P,0.985550,0.187500,0.966458,0.191825,-0.019092,0.004325
3747600,F,0.634570,0.187500,0.647690,0.215895,0.013120,0.028395
3751200,V,0.283590,0.187500,0.299438,0.179508,0.015848,-0.007992
3754800,D,0.183310,0.187500,0.212375,0.163879,0.029065,-0.023621
3758400,D,0.183310,0.187500,0.196177,0.169302,0.012867,-0.018198
3762000,D,0.183310,0.187500,0.187564,0.167564,0.004254,-0.011106
3765600,V,0.283590,0.187500,0.233734,0.125762,-0.049856,-0.061738
3769200,F,0.634570,0.187500,0.580569,0.077048,-0.054001,-0.110452
3772800,S,1.135970,0.187500,1.014784,0.105787,-0.121186,-0.081713
3776400,S,1.135970,0.187500,1.076747,0.103339,-0.059223,-0.084161
3780000,S,1.135970,0.187500,0.973018,0.138880,-0.162952,-0.048620
3783600,P,0.985550,0.187500,0.843060,0.114960,-0.142490,-0.072540
3787200,P,0.985550,0.187500,0.869768,0.134969,-0.115782,-0.052531
3790800,F,0.634570,0.187500,0.638380,0.128438,0.003810,-0.059062
3794400,F,0.634570,0.187500,0.597304,0.154644,-0.037266,-0.032856
3798000,F,0.634570,0.187500,0.668768,0.176938,0.034198,-0.010562
3801600,F,0.634570,0.187500,0.650339,0.158812,0.015769,-0.028688
3805200,F,0.634570,0.187500,0.629064,0.120491,-0.005506,-0.067009
3808800,V,0.283590,0.187500,0.253479,0.116882,-0.030111,-0.070618
3812400,V,0.283590,0.187500,0.275567,0.131404,-0.008023,-0.056096
3816000,V,0.283590,0.187500,0.242228,0.130236,-0.041362,-0.057264
3819600,V,0.283590,0.187500,0.264432,0.099244,-0.019158,-0.088256
3823200,F,0.634570,0.187500,0.589271,0.111408,-0.045299,-0.076092
3826800,P,0.985550,0.187500,1.000396,0.094905,0.014846,-0.092595
3830400,P,0.985550,0.187500,0.929516,0.034570,-0.056034,-0.152930
3834000,F,0.634570,0.187500,0.576963,0.069514,-0.057607,-0.117986
3837600,V,0.283590,0.187500,0.171244,0.054923,-0.112346,-0.132577
3841200,D,0.183310,0.187500,0.068949,0.048949,-0.114361,-0.116900
3844800,D,0.183310,0.187500,0.121887,0.101887,-0.061423,-0.077678
3848400,D,0.183310,0.187500,0.111662,0.091662,-0.071648,-0.059190
3852000,V,0.283590,0.187500,0.197516,0.097285,-0.086074,-0.090215
3855600,F,0.634570,0.187500,0.527971,0.082653,-0.106599,-0.104847
3859200,S,1.135970,0.187500,1.049785,0.182780,-0.086185,-0.004720
3862800,S,1.135970,0.187500,0.968180,0.195222,-0.167790,0.007722
3866400,S,1.135970,0.187500,0.924244,0.199744,-0.211726,0.012244
3870000,P,0.985550,0.187500,0.794331,0.184819,-0.191219,-0.002681
3873600,P,0.985550,0.187500,0.876440,0.164225,-0.109110,-0.023275
3877200,F,0.634570,0.187500,0.656643,0.152009,0.022073,-0.035491
3880800,F,0.634570,0.187500,0.626319,0.163836,-0.008251,-0.023664
3884400,F,0.634570,0.187500,0.658990,0.121460,0.024420,-0.066040
3888000,F,0.634570,0.187500,0.664137,0.136420,0.029567,-0.051080
3891600,F,0.634570,0.187500,0.632790,0.143686,-0.001780,-0.043814
3895200,V,0.283590,0.187500,0.262145,0.114089,-0.021445,-0.073411
3898800,V,0.283590,0.187500,0.245767,0.110420,-0.037823,-0.077080
3902400,V,0.283590,0.187500,0.220294,0.084133,-0.063296,-0.103367
3906000,V,0.283590,0.187500,0.223621,0.092841,-0.059969,-0.094659
3909600,F,0.634570,0.187500,0.534177,0.123711,-0.100393,-0.063789
3913200,P,0.985550,0.187500,0.807956,0.133272,-0.177594,-0.054228
3916800,P,0.985550,0.187500,0.834906,0.120111,-0.150644,-0.067389
3920400,F,0.634570,0.187500,0.466002,0.100298,-0.168568,-0.087202
3924000,V,0.283590,0.187500,0.129093,0.108143,-0.154497,-0.079357
3927600,D,0.183310,0.187500,0.050000,0.030000,-0.150981,-0.076147
3931200,D,0.183310,0.187500,0.080160,0.060160,-0.103150,-0.068019
3934800,D,0.183310,0.187500,0.066249,0.046249,-0.117061,-0.078190
3938400,V,0.283590,0.187500,0.166562,0.119590,-0.117028,-0.067910
3942000,F,0.634570,0.187500,0.554542,0.114843,-0.080028,-0.072657
3945600,S,1.135970,0.187500,1.164422,0.111808,0.028452,-0.075692
3949200,S,1.135970,0.187500,1.175067,0.122004,0.039097,-0.065496
3952800,S,1.135970,0.187500,1.253614,0.195237,0.117644,0.007737
3956400,P,0.985550,0.187500,1.164351,0.180072,0.178801,-0.007428
3960000,P,0.985550,0.187500,1.197544,0.191287,0.211994,0.003787
3963600,F,0.634570,0.187500,0.850207,0.206480,0.215637,0.018980
3967200,F,0.634570,0.187500,0.813745,0.210454,0.179175,0.022954
3970800,F,0.634570,0.187500,0.770528,0.183558,0.135958,-0.003942
3974400,F,0.634570,0.187500,0.711418,0.207883,0.076848,0.020383
3978000,F,0.634570,0.187500,0.719819,0.186448,0.085249,-0.001052
3981600,V,0.283590,0.187500,0.308922,0.159403,0.025332,-0.028097
3985200,V,0.283590,0.187500,0.258019,0.126652,-0.025571,-0.060848
3988800,V,0.283590,0.187500,0.309304,0.141347,0.025714,-0.046153
3992400,V,0.283590,0.187500,0.338146,0.164820,0.054556,-0.022680
3996000,F,0.634570,0.187500,0.701245,0.148335,0.066675,-0.039165
3999600,P,0.985550,0.187500,1.015287,0.116102,0.029737,-0.071398
4003200,P,0.985550,0.187500,0.962724,0.167634,-0.022826,-0.019866
4006800,F,0.634570,0.187500,0.592862,0.137930,-0.041708,-0.049570
4010400,V,0.283590,0.187500,0.261774,0.182373,-0.021816,-0.005127
4014000,D,0.183310,0.187500,0.158271,0.138271,-0.025039,-0.010040
4017600,D,0.183310,0.187500,0.170542,0.150542,-0.012768,-0.028247
4021200,D,0.183310,0.187500,0.126510,0.106510,-0.056800,-0.076817
4024800,V,0.283590,0.187500,0.235221,0.105953,-0.048369,-0.081547
4028400,F,0.634570,0.187500,0.566280,0.138779,-0.068290,-0.048721
4032000,S,1.135970,0.187500,1.124619,0.193649,-0.011351,0.006149
4035600,S,1.135970,0.187500,1.103459,0.165415,-0.032511,-0.022085
4039200,S,1.135970,0.187500,1.022118,0.111440,-0.113852,-0.076060
4042800,P,0.985550,0.187500,0.835390,0.107693,-0.150160,-0.079807
4046400,P,0.985550,0.187500,0.826478,0.102124,-0.159072,-0.085376
4050000,F,0.634570,0.187500,0.480151,0.098597,-0.154419,-0.088903
4053600,F,0.634570,0.187500,0.583699,0.114154,-0.050871,-0.073346
4057200,F,0.634570,0.187500,0.587594,0.149656,-0.046976,-0.037844
4060800,F,0.634570,0.187500,0.612147,0.166829,-0.022423,-0.020671
4064400,F,0.634570,0.187500,0.538670,0.173891,-0.095900,-0.013609
4068000,V,0.283590,0.187500,0.148859,0.128859,-0.134731,-0.039452
4071600,V,0.283590,0.187500,0.181225,0.161225,-0.102365,-0.012964
4075200,V,0.283590,0.187500,0.159977,0.139977,-0.123613,-0.017985
4078800,V,0.283590,0.187500,0.214811,0.153769,-0.068779,-0.033731
4082400,F,0.634570,0.187500,0.575084,0.198146,-0.059486,0.010646
4086000,P,0.985550,0.187500,1.021074,0.226623,0.035524,0.039123
4089600,P,0.985550,0.187500,1.000910,0.237938,0.015360,0.050438
4093200,F,0.634570,0.187500,0.638598,0.215550,0.004028,0.028050
4096800,V,0.283590,0.187500,0.256252,0.193021,-0.027338,0.005521
4100400,D,0.183310,0.187500,0.149832,0.129832,-0.033478,0.005222
4104000,D,0.183310,0.187500,0.178313,0.158313,-0.004997,-0.010916
4107600,D,0.183310,0.187500,0.102052,0.082052,-0.081258,-0.038423
4111200,V,0.283590,0.187500,0.158567,0.138567,-0.125023,-0.023652
4114800,F,0.634570,0.187500,0.522047,0.175198,-0.112523,-0.012302
4118400,S,1.135970,0.187500,1.028719,0.194151,-0.107251,0.006651
4122000,S,1.135970,0.187500,1.066756,0.126960,-0.069214,-0.060540
4125600,S,1.135970,0.187500,1.090601,0.069186,-0.045369,-0.118314
4129200,P,0.985550,0.187500,0.890709,0.083157,-0.094841,-0.104343
4132800,P,0.985550,0.187500,0.927327,0.040794,-0.058223,-0.146706
4136400,F,0.634570,0.187500,0.589605,0.025845,-0.044965,-0.161655
4140000,F,0.634570,0.187500,0.598437,0.032227,-0.036133,-0.155273
4143600,F,0.634570,0.187500,0.637843,0.060908,0.003273,-0.126592
4147200,F,0.634570,0.187500,0.645533,0.037763,0.010963,-0.149737
4150800,F,0.634570,0.187500,0.630983,0.043560,-0.003587,-0.143940
4154400,V,0.283590,0.187500,0.304633,0.046445,0.021043,-0.141055
4158000,V,0.283590,0.187500,0.325240,0.104130,0.041650,-0.083370
4161600,V,0.283590,0.187500,0.312433,0.105677,0.028843,-0.081823
4165200,V,0.283590,0.187500,0.344726,0.127290,0.061136,-0.060210
4168800,F,0.634570,0.187500,0.600135,0.132455,-0.034435,-0.055045
4172400,P,0.985550,0.187500,0.875450,0.118965,-0.110100,-0.068535
4176000,P,0.985550,0.187500,0.835762,0.169437,-0.149788,-0.018063
4179600,F,0.634570,0.187500,0.512206,0.165983,-0.122364,-0.021517
4183200,V,0.283590,0.187500,0.149374,0.129374,-0.134216,-0.027773
4186800,D,0.183310,0.187500,0.050000,0.030000,-0.143454,-0.019691
4190400,D,0.183310,0.187500,0.050000,0.030000,-0.149402,-0.012141
4194000,D,0.183310,0.187500,0.050000,0.030000,-0.142918,-0.016305
4197600,V,0.283590,0.187500,0.207407,0.149687,-0.076183,-0.037813
4201200,F,0.634570,0.187500,0.646827,0.160838,0.012257,-0.026662
4204800,S,1.135970,0.187500,1.082092,0.172186,-0.053878,-0.015314
4208400,S,1.135970,0.187500,1.041896,0.132869,-0.094074,-0.054631
4212000,S,1.135970,0.187500,0.992409,0.126602,-0.143561,-0.060898
4215600,P,0.985550,0.187500,0.767057,0.123846,-0.218493,-0.063654
4219200,P,0.985550,0.187500,0.789576,0.103290,-0.195974,-0.084210
4222800,F,0.634570,0.187500,0.396490,0.087933,-0.238080,-0.099567
4226400,F,0.634570,0.187500,0.405087,0.105568,-0.229483,-0.081932
4230000,F,0.634570,0.187500,0.340534,0.097154,-0.294036,-0.090346
4233600,F,0.634570,0.187500,0.359392,0.110460,-0.275178,-0.077040
4237200,F,0.634570,0.187500,0.418271,0.165265,-0.216299,-0.022235
4240800,V,0.283590,0.187500,0.098447,0.078447,-0.185143,-0.002686
4244400,V,0.283590,0.187500,0.159056,0.139056,-0.124534,0.000772
4248000,V,0.283590,0.187500,0.150146,0.130146,-0.133444,0.008732
4251600,V,0.283590,0.187500,0.185148,0.165148,-0.098442,-0.003072
4255200,F,0.634570,0.187500,0.488472,0.163554,-0.146098,-0.023946
4258800,P,0.985550,0.187500,0.871290,0.179651,-0.114260,-0.007849
4262400,P,0.985550,0.187500,0.899424,0.240280,-0.086126,0.052780
4266000,F,0.634570,0.187500,0.487479,0.181877,-0.147091,-0.005623
4269600,V,0.283590,0.187500,0.155763,0.135763,-0.127827,-0.032871
4273200,D,0.183310,0.187500,0.053307,0.033307,-0.130003,-0.044755
4276800,D,0.183310,0.187500,0.090683,0.070683,-0.092627,-0.045895
4280400,D,0.183310,0.187500,0.066734,0.046734,-0.116576,-0.075848
4284000,V,0.283590,0.187500,0.231982,0.118730,-0.051608,-0.068770
4287600,F,0.634570,0.187500,0.600060,0.111399,-0.034510,-0.076101
4291200,S,1.135970,0.187500,1.108919,0.161464,-0.027051,-0.026036
4294800,S,1.135970,0.187500,1.164305,0.100021,0.028335,-0.087479
4298400,S,1.135970,0.187500,1.277206,0.101131,0.141236,-0.086369
4302000,P,0.985550,0.187500,1.203048,0.111900,0.217498,-0.075600
4305600,P,0.985550,0.187500,1.119207,0.166847,0.133657,-0.020653
4309200,F,0.634570,0.187500,0.703327,0.194131,0.068757,0.006631
4312800,F,0.634570,0.187500,0.718010,0.170132,0.083440,-0.017368
4316400,F,0.634570,0.187500,0.664441,0.171329,0.029871,-0.016171
4320000,F,0.634570,0.187500,0.613077,0.094888,-0.021493,-0.092612
4323600,F,0.634570,0.187500,0.570033,0.086864,-0.064537,-0.100636
4327200,V,0.283590,0.187500,0.251340,0.103264,-0.032250,-0.084236
4330800,V,0.283590,0.187500,0.249521,0.117390,-0.034069,-0.070110
4334400,V,0.283590,0.187500,0.206042,0.084610,-0.077548,-0.102890
4338000,V,0.283590,0.187500,0.217145,0.112770,-0.066445,-0.074730
4341600,F,0.634570,0.187500,0.566010,0.156922,-0.068560,-0.030578
4345200,P,0.985550,0.187500,0.845753,0.097341,-0.139797,-0.090159
4348800,P,0.985550,0.187500,0.997229,0.197034,0.011679,0.009534
4352400,F,0.634570,0.187500,0.674075,0.221876,0.039505,0.034376
4356000,V,0.283590,0.187500,0.327204,0.191292,0.043614,0.003792
4359600,D,0.183310,0.187500,0.214934,0.172525,0.031624,-0.014975
4363200,D,0.183310,0.187500,0.198077,0.156506,0.014767,-0.030994
4366800,D,0.183310,0.187500,0.172742,0.141087,-0.010568,-0.046413
4370400,V,0.283590,0.187500,0.165736,0.102106,-0.117854,-0.085394
4374000,F,0.634570,0.187500,0.495282,0.147540,-0.139288,-0.039960
4377600,S,1.135970,0.187500,0.907800,0.165938,-0.228170,-0.021562
4381200,S,1.135970,0.187500,0.773105,0.188751,-0.362865,0.001251
4384800,S,1.135970,0.187500,0.739993,0.200117,-0.395977,0.012617
4388400,P,0.985550,0.187500,0.747052,0.266000,-0.238498,0.078500
4392000,P,0.985550,0.187500,0.768927,0.249938,-0.216623,0.062438
4395600,F,0.634570,0.187500,0.479601,0.183680,-0.154969,-0.003820
4399200,F,0.634570,0.187500,0.535598,0.161032,-0.098972,-0.026468
4402800,F,0.634570,0.187500,0.587417,0.185689,-0.047153,-0.001811
4406400,F,0.634570,0.187500,0.523241,0.207687,-0.111329,0.020187
4410000,F,0.634570,0.187500,0.524317,0.135812,-0.110253,-0.051688
4413600,V,0.283590,0.187500,0.183295,0.142262,-0.100295,-0.045238
4417200,V,0.283590,0.187500,0.157447,0.116118,-0.126143,-0.071382
4420800,V,0.283590,0.187500,0.208977,0.135225,-0.074613,-0.052275
4424400,V,0.283590,0.187500,0.241421,0.129092,-0.042169,-0.058408
4428000,F,0.634570,0.187500,0.547533,0.094326,-0.087037,-0.093174
4431600,P,0.985550,0.187500,0.837068,0.062043,-0.148482,-0.125457
4435200,P,0.985550,0.187500,0.795569,0.111639,-0.189981,-0.075861
4438800,F,0.634570,0.187500,0.458755,0.068352,-0.175815,-0.119148
4442400,V,0.283590,0.187500,0.142005,0.071270,-0.141585,-0.116230
4446000,D,0.183310,0.187500,0.050000,0.030000,-0.160689,-0.126190
4449600,D,0.183310,0.187500,0.050000,0.030000,-0.161806,-0.122237
4453200,D,0.183310,0.187500,0.050000,0.030000,-0.150755,-0.127318
4456800,V,0.283590,0.187500,0.178409,0.068624,-0.105181,-0.118876
4460400,F,0.634570,0.187500,0.585272,0.062969,-0.049298,-0.124531
4464000,S,1.135970,0.187500,1.165078,0.055447,0.029108,-0.132053
4467600,S,1.135970,0.187500,1.080384,0.054869,-0.055586,-0.132631
4471200,S,1.135970,0.187500,1.186050,0.148447,0.050080,-0.039053
4474800,P,0.985550,0.187500,0.982528,0.143418,-0.003022,-0.044082
4478400,P,0.985550,0.187500,1.042612,0.171992,0.057062,-0.015508
4482000,F,0.634570,0.187500,0.693627,0.184730,0.059057,-0.002770
4485600,F,0.634570,0.187500,0.660687,0.198656,0.026117,0.011156
4489200,F,0.634570,0.187500,0.584359,0.178051,-0.050211,-0.009449
4492800,F,0.634570,0.187500,0.560767,0.156511,-0.073803,-0.030989
4496400,F,0.634570,0.187500,0.489534,0.147552,-0.145036,-0.039948
4500000,V,0.283590,0.187500,0.157830,0.117405,-0.125760,-0.070095
4503600,V,0.283590,0.187500,0.231726,0.138922,-0.051864,-0.048578
4507200,V,0.283590,0.187500,0.196404,0.118364,-0.087186,-0.069136
4510800,V,0.283590,0.187500,0.234367,0.138671,-0.049223,-0.048829
4514400,F,0.634570,0.187500,0.532437,0.129239,-0.102133,-0.058261
4518000,P,0.985550,0.187500,0.862284,0.158050,-0.123266,-0.029450
4521600,P,0.985550,0.187500,0.903103,0.111274,-0.082447,-0.076226
4525200,F,0.634570,0.187500,0.555351,0.113733,-0.079219,-0.073767
4528800,V,0.283590,0.187500,0.259209,0.103269,-0.024381,-0.084231
4532400,D,0.183310,0.187500,0.118003,0.072211,-0.065307,-0.115289
4536000,D,0.183310,0.187500,0.135928,0.079743,-0.047382,-0.107757
4539600,D,0.183310,0.187500,0.120033,0.087069,-0.063277,-0.100431
4543200,V,0.283590,0.187500,0.269085,0.117822,-0.014505,-0.069678
4546800,F,0.634570,0.187500,0.607749,0.152853,-0.026821,-0.034647
4550400,S,1.135970,0.187500,1.078489,0.134570,-0.057481,-0.052930
4554000,S,1.135970,0.187500,1.062293,0.156986,-0.073677,-0.030514
4557600,S,1.135970,0.187500,0.993434,0.095075,-0.142536,-0.092425
4561200,P,0.985550,0.187500,0.881528,0.084812,-0.104022,-0.102688
4564800,P,0.985550,0.187500,0.929145,0.103082,-0.056405,-0.084418
4568400,F,0.634570,0.187500,0.620037,0.110416,-0.014533,-0.077084
4572000,F,0.634570,0.187500,0.673809,0.088530,0.039239,-0.098970
4575600,F,0.634570,0.187500,0.735271,0.130213,0.100701,-0.057287
4579200,F,0.634570,0.187500,0.674379,0.105000,0.039809,-0.082500
4582800,F,0.634570,0.187500,0.686932,0.135567,0.052362,-0.051933
4586400,V,0.283590,0.187500,0.291334,0.110219,0.007744,-0.077281
4590000,V,0.283590,0.187500,0.307038,0.124171,0.023448,-0.063329
4593600,V,0.283590,0.187500,0.290967,0.147110,0.007377,-0.040390
4597200,V,0.283590,0.187500,0.295655,0.119991,0.012065,-0.067509
4600800,F,0.634570,0.187500,0.663914,0.109119,0.029344,-0.078381
4604400,P,0.985550,0.187500,1.012215,0.198479,0.026665,0.010979
4608000,P,0.985550,0.187500,1.055168,0.119082,0.069618,-0.068418
4611600,F,0.634570,0.187500,0.570454,0.120205,-0.064116,-0.067295
4615200,V,0.283590,0.187500,0.183229,0.163229,-0.100361,-0.018283
4618800,D,0.183310,0.187500,0.078836,0.058836,-0.104474,-0.039559
4622400,D,0.183310,0.187500,0.087929,0.067929,-0.095381,-0.015629
4626000,D,0.183310,0.187500,0.121400,0.101400,-0.061910,0.009617
4629600,V,0.283590,0.187500,0.184387,0.164387,-0.099203,0.011552
4633200,F,0.634570,0.187500,0.511693,0.153734,-0.122877,-0.033766
4636800,S,1.135970,0.187500,1.161474,0.188623,0.025504,0.001123
4640400,S,1.135970,0.187500,1.217695,0.202551,0.081725,0.015051
4644000,S,1.135970,0.187500,1.192587,0.182414,0.056617,-0.005086
4647600,P,0.985550,0.187500,1.022066,0.174995,0.036516,-0.012505
4651200,P,0.985550,0.187500,0.981317,0.216182,-0.004233,0.028682
4654800,F,0.634570,0.187500,0.518975,0.222910,-0.115595,0.035410
4658400,F,0.634570,0.187500,0.517628,0.184196,-0.116942,-0.003304
4662000,F,0.634570,0.187500,0.579197,0.182539,-0.055373,-0.004961
4665600,F,0.634570,0.187500,0.562581,0.204479,-0.071989,0.016979
4669200,F,0.634570,0.187500,0.551046,0.194024,-0.083524,0.006524
4672800,V,0.283590,0.187500,0.151022,0.131022,-0.132568,-0.017195
4676400,V,0.283590,0.187500,0.158431,0.138431,-0.125159,0.004107
4680000,V,0.283590,0.187500,0.170395,0.150395,-0.113195,-0.028191
4683600,V,0.283590,0.187500,0.132440,0.112440,-0.151150,-0.031757
4687200,F,0.634570,0.187500,0.549309,0.156313,-0.085261,-0.031187
4690800,P,0.985550,0.187500,0.926348,0.112923,-0.059202,-0.074577
4694400,P,0.985550,0.187500,0.921788,0.143869,-0.063762,-0.043631
4698000,F,0.634570,0.187500,0.446542,0.101900,-0.188028,-0.085600
4701600,V,0.283590,0.187500,0.065751,0.045751,-0.217839,-0.116037
4705200,D,0.183310,0.187500,0.050000,0.030000,-0.141784,-0.079842
4708800,D,0.183310,0.187500,0.050000,0.030000,-0.178825,-0.082274
4712400,D,0.183310,0.187500,0.050000,0.030000,-0.155908,-0.063898
4716000,V,0.283590,0.187500,0.096587,0.076587,-0.187003,-0.077232
4719600,F,0.634570,0.187500,0.509426,0.108710,-0.125144,-0.078790
4723200,S,1.135970,0.187500,0.950141,0.069657,-0.185829,-0.117843
4726800,S,1.135970,0.187500,1.010236,0.139044,-0.125734,-0.048456
4730400,S,1.135970,0.187500,1.044796,0.132434,-0.091174,-0.055066
4734000,P,0.985550,0.187500,1.012408,0.086404,0.026858,-0.101096
4737600,P,0.985550,0.187500,1.019612,0.096970,0.034062,-0.090530
4741200,F,0.634570,0.187500,0.683106,0.085225,0.048536,-0.102275
4744800,F,0.634570,0.187500,0.600735,0.086642,-0.033835,-0.100858
4748400,F,0.634570,0.187500,0.645298,0.077280,0.010728,-0.110220
4752000,F,0.634570,0.187500,0.551972,0.065107,-0.082598,-0.122393
4755600,F,0.634570,0.187500,0.533632,0.081966,-0.100938,-0.105534
4759200,V,0.283590,0.187500,0.216818,0.142612,-0.066772,-0.044888
4762800,V,0.283590,0.187500,0.186782,0.147770,-0.096808,-0.039730
4766400,V,0.283590,0.187500,0.191844,0.140034,-0.091746,-0.047466
4770000,V,0.283590,0.187500,0.228451,0.145703,-0.055139,-0.041797
4773600,F,0.634570,0.187500,0.594122,0.127435,-0.040448,-0.060065
4777200,P,0.985550,0.187500,0.852967,0.149944,-0.132583,-0.037556
4780800,P,0.985550,0.187500,0.834982,0.119960,-0.150568,-0.067540
4784400,F,0.634570,0.187500,0.514049,0.117004,-0.120521,-0.070496
4788000,V,0.283590,0.187500,0.118947,0.098947,-0.164643,-0.073753
4791600,D,0.183310,0.187500,0.050000,0.030000,-0.192601,-0.084938
4795200,D,0.183310,0.187500,0.050000,0.030000,-0.161478,-0.082140
4798800,D,0.183310,0.187500,0.050000,0.030000,-0.135957,-0.081283
4802400,V,0.283590,0.187500,0.188428,0.129675,-0.095162,-0.057825
4806000,F,0.634570,0.187500,0.616615,0.129803,-0.017955,-0.057697
4809600,S,1.135970,0.187500,1.155200,0.161539,0.019230,-0.025961
4813200,S,1.135970,0.187500,1.205419,0.164284,0.069449,-0.023216
4816800,S,1.135970,0.187500,1.361429,0.072417,0.225459,-0.115083
4820400,P,0.985550,0.187500,1.162706,0.058196,0.177156,-0.129304
4824000,P,0.985550,0.187500,1.097952,0.039441,0.112402,-0.148059
4827600,F,0.634570,0.187500,0.732807,0.049615,0.098237,-0.137885
4831200,F,0.634570,0.187500,0.722288,0.032172,0.087718,-0.155328
4834800,F,0.634570,0.187500,0.677704,0.074448,0.043134,-0.113052
4838400,F,0.634570,0.187500,0.606860,0.063670,-0.027710,-0.123830
4842000,F,0.634570,0.187500,0.714226,0.067650,0.079656,-0.119850
4845600,V,0.283590,0.187500,0.351395,0.064229,0.067805,-0.123271
4849200,V,0.283590,0.187500,0.287752,0.043677,0.004162,-0.143823
4852800,V,0.283590,0.187500,0.295494,0.062066,0.011904,-0.125434
4856400,V,0.283590,0.187500,0.300741,0.078915,0.017151,-0.108585
4860000,F,0.634570,0.187500,0.607271,0.044453,-0.027299,-0.143047
4863600,P,0.985550,0.187500,0.993642,0.122100,0.008092,-0.065400
4867200,P,0.985550,0.187500,0.925125,0.132131,-0.060425,-0.055369
4870800,F,0.634570,0.187500,0.600799,0.138758,-0.033771,-0.048742
4874400,V,0.283590,0.187500,0.275635,0.106187,-0.007955,-0.081313
4878000,D,0.183310,0.187500,0.204224,0.142932,0.020914,-0.044568
4881600,D,0.183310,0.187500,0.179840,0.144222,-0.003470,-0.043278
4885200,D,0.183310,0.187500,0.164676,0.144676,-0.018634,-0.039238
4888800,V,0.283590,0.187500,0.223057,0.129585,-0.060533,-0.057915
4892400,F,0.634570,0.187500,0.562799,0.085574,-0.071771,-0.101926
4896000,S,1.135970,0.187500,1.017847,0.112246,-0.118123,-0.075254
4899600,S,1.135970,0.187500,1.080908,0.147989,-0.055062,-0.039511
4903200,S,1.135970,0.187500,0.933099,0.089056,-0.202871,-0.098444
4906800,P,0.985550,0.187500,0.842852,0.074389,-0.142698,-0.113111
4910400,P,0.985550,0.187500,0.843624,0.090671,-0.141926,-0.096829
4914000,F,0.634570,0.187500,0.520836,0.068387,-0.113734,-0.119113
4917600,F,0.634570,0.187500,0.501458,0.103082,-0.133112,-0.084418
4921200,F,0.634570,0.187500,0.570016,0.122469,-0.064554,-0.065031
4924800,F,0.634570,0.187500,0.596697,0.081734,-0.037873,-0.105766
4928400,F,0.634570,0.187500,0.616877,0.027187,-0.017693,-0.160313
4932000,V,0.283590,0.187500,0.241839,0.081753,-0.041751,-0.105747
4935600,V,0.283590,0.187500,0.285870,0.094357,0.002280,-0.093143
4939200,V,0.283590,0.187500,0.317430,0.102220,0.033840,-0.085280
4942800,V,0.283590,0.187500,0.248029,0.109012,-0.035561,-0.078488
4946400,F,0.634570,0.187500,0.623795,0.133448,-0.010775,-0.054052
4950000,P,0.985550,0.187500,0.994829,0.141476,0.009279,-0.046024
4953600,P,0.985550,0.187500,1.024893,0.180600,0.039343,-0.006900
4957200,F,0.634570,0.187500,0.672376,0.176592,0.037806,-0.010908
4960800,V,0.283590,0.187500,0.332932,0.185329,0.049342,-0.002171
4964400,D,0.183310,0.187500,0.252543,0.198366,0.069233,0.010866
4968000,D,0.183310,0.187500,0.250514,0.163789,0.067204,-0.023711
