time,buy_yuan_per_kwh,sell_yuan_per_kwh
6768000,0.575772,0.136057
6771600,0.604867,0.157795
6775200,0.285053,0.158890
6778800,0.171838,0.150211
6782400,0.147351,0.118453
6786000,0.121703,0.101703
6789600,0.246847,0.131126
6793200,0.573283,0.140870
6796800,0.571927,0.120994
6800400,1.046608,0.133432
6804000,1.053341,0.093627
6807600,1.132644,0.164205
6811200,0.942796,0.149066
6814800,0.905699,0.143364
6818400,0.474688,0.164345
6822000,0.461655,0.142566
6825600,0.465595,0.163072
6829200,0.455535,0.150513
6832800,0.493855,0.124190
6836400,0.486461,0.123110
6840000,0.454240,0.081919
6843600,0.449967,0.051277
6847200,0.514736,0.049399
6850800,0.549804,0.087987
6854400,0.561064,0.115975
6858000,0.599441,0.139422
6861600,0.201122,0.099785
6865200,0.106597,0.086597
6868800,0.127569,0.105661
6872400,0.116996,0.096996
6876000,0.245243,0.120095
6879600,0.591046,0.152601
6883200,0.598508,0.149450
6886800,1.119192,0.154866
6890400,0.966175,0.206422
6894000,1.024569,0.218781
6897600,0.702088,0.183465
6901200,0.705658,0.178393
6904800,0.430032,0.170584
6908400,0.437261,0.145984
6912000,0.430740,0.178166
6915600,0.445853,0.171212
6919200,0.505488,0.138454
6922800,0.467880,0.143487
6926400,0.526192,0.136349
6930000,0.529500,0.111187
6933600,0.480966,0.085948
6937200,0.471199,0.070160
6940800,0.467974,0.071583
6944400,0.500039,0.062438
6948000,0.175786,0.083310
6951600,0.069183,0.049183
6955200,0.080586,0.060586
6958800,0.086635,0.066635
6962400,0.198294,0.089963
6966000,0.518641,0.094582
6969600,0.589060,0.111083
6973200,1.101796,0.132430
6976800,1.016823,0.123834
6980400,0.995696,0.108706
6984000,0.815281,0.108079
6987600,0.797537,0.145802
6991200,0.448827,0.140490
6994800,0.439006,0.195519
6998400,0.387162,0.195363
7002000,0.410132,0.198363
7005600,0.365056,0.146026
7009200,0.379959,0.201183
7012800,0.366835,0.167109
7016400,0.379258,0.181678
7020000,0.476423,0.185206
7023600,0.506010,0.177921
7027200,0.544742,0.163080
7030800,0.492542,0.154427
7034400,0.126306,0.106306
7038000,0.057184,0.037184
7041600,0.077152,0.057152
7045200,0.090236,0.070236
7048800,0.178287,0.139297
7052400,0.517233,0.117528
7056000,0.530009,0.146163
7059600,1.060669,0.155060
7063200,1.038762,0.157666
7066800,1.045156,0.141039
7070400,0.892779,0.133565
7074000,0.863969,0.129907
7077600,0.532824,0.078859
7081200,0.572600,0.104651
7084800,0.595946,0.120884
7088400,0.575443,0.144620
7092000,0.595484,0.156476
7095600,0.586663,0.144116
7099200,0.582319,0.159791
7102800,0.576260,0.143114
7106400,0.614818,0.147731
7110000,0.559440,0.147901
7113600,0.577455,0.177739
7117200,0.505786,0.133932
7120800,0.158406,0.102889
7124400,0.103996,0.083996
7128000,0.098473,0.078473
7131600,0.104237,0.084237
7135200,0.212176,0.113309
7138800,0.586151,0.134358
7142400,0.583255,0.130777
7146000,1.060130,0.096826
7149600,1.056975,0.111190
7153200,1.062381,0.142535
7156800,0.865163,0.150755
7160400,0.824705,0.093107
7164000,0.437182,0.049544
7167600,0.447706,0.046905
7171200,0.470287,0.071047
7174800,0.493657,0.096108
7178400,0.557140,0.132838
7182000,0.585070,0.177413
7185600,0.577410,0.145694
7189200,0.571498,0.101504
7192800,0.562729,0.096586
7196400,0.547544,0.096753
7200000,0.616815,0.117757
7203600,0.603603,0.149975
7207200,0.227450,0.132279
7210800,0.147451,0.127451
7214400,0.157683,0.137683
7218000,0.134862,0.114862
7221600,0.233449,0.132751
7225200,0.585195,0.116007
7228800,0.566865,0.139994
7232400,1.125220,0.171162
7236000,1.159015,0.152080
7239600,1.060865,0.144416
7243200,1.023663,0.184141
7246800,1.026825,0.136106
7250400,0.671789,0.160219
7254000,0.690556,0.126665
7257600,0.685479,0.113005
7261200,0.658245,0.095987
7264800,0.642105,0.143431
7268400,0.634255,0.131385
7272000,0.619554,0.111664
7275600,0.601544,0.127336
7279200,0.579458,0.117597
7282800,0.567721,0.120784
7286400,0.588065,0.147338
7290000,0.525959,0.105566
7293600,0.136708,0.074847
7297200,0.064860,0.044860
7300800,0.050000,0.030000
7304400,0.050000,0.030000
7308000,0.142685,0.088343
7311600,0.522189,0.089943
7315200,0.523313,0.114864
7318800,1.048329,0.103021
7322400,1.041618,0.105477
7326000,1.069998,0.065304
7329600,0.975973,0.109546
7333200,0.961872,0.143078
7336800,0.647118,0.162666
7340400,0.615284,0.159105
7344000,0.598861,0.112280
7347600,0.618831,0.121166
7351200,0.631522,0.120941
7354800,0.682272,0.121997
7358400,0.630580,0.098718
7362000,0.561237,0.096921
7365600,0.539847,0.098776
7369200,0.582655,0.127845
7372800,0.612046,0.138613
7376400,0.590489,0.119045
7380000,0.205448,0.116578
7383600,0.127874,0.107874
7387200,0.098806,0.078806
7390800,0.115580,0.095580
7394400,0.277034,0.128478
7398000,0.622888,0.104519
7401600,0.631615,0.095927
7405200,1.125925,0.129749
7408800,1.012986,0.110187
7412400,0.998707,0.107895
7416000,0.804866,0.118228
7419600,0.741963,0.103898
7423200,0.507377,0.137855
7426800,0.535914,0.143775
7430400,0.541724,0.142977
7434000,0.538271,0.117982
7437600,0.519098,0.103253
7441200,0.539016,0.072045
7444800,0.537599,0.086155
7448400,0.566560,0.094794
7452000,0.581655,0.131588
7455600,0.580551,0.135950
7459200,0.543574,0.145844
7462800,0.476950,0.137098
7466400,0.122345,0.102345
7470000,0.050000,0.030000
7473600,0.050000,0.030000
7477200,0.050475,0.030475
7480800,0.150331,0.118905
7484400,0.470015,0.127313
7488000,0.479447,0.176417
7491600,1.003918,0.172295
7495200,1.015588,0.143680
7498800,0.952351,0.174279
7502400,0.829381,0.141273
7506000,0.903576,0.134900
7509600,0.589668,0.114690
7513200,0.589123,0.172481
7516800,0.581994,0.164288
7520400,0.546160,0.153696
7524000,0.571263,0.170738
7527600,0.560030,0.152807
7531200,0.600766,0.165779
7534800,0.594590,0.173364
7538400,0.618635,0.173271
7542000,0.636901,0.200076
7545600,0.674380,0.205157
7549200,0.702956,0.203328
7552800,0.305298,0.191989
7556400,0.167850,0.147850
7560000,0.181505,0.161505
7563600,0.172867,0.152867
7567200,0.249906,0.186173
7570800,0.569073,0.166801
7574400,0.575073,0.156958
7578000,1.055753,0.126295
7581600,1.014909,0.139826
7585200,1.076469,0.114352
7588800,0.871155,0.109198
7592400,0.859607,0.170821
7596000,0.537495,0.184145
7599600,0.546231,0.170050
7603200,0.576524,0.161811
7606800,0.580025,0.168626
7610400,0.596854,0.185557
7614000,0.600022,0.190716
7617600,0.576929,0.188744
7621200,0.589858,0.181108
7624800,0.583770,0.185985
7628400,0.576269,0.147725
7632000,0.601791,0.145110
7635600,0.602081,0.140592
7639200,0.232398,0.110040
7642800,0.107953,0.087953
7646400,0.087753,0.067753
7650000,0.087917,0.067917
7653600,0.173959,0.091706
7657200,0.556427,0.068794
7660800,0.530492,0.081916
7664400,1.036897,0.093044
7668000,1.099635,0.096982
7671600,1.090933,0.053021
7675200,1.069032,0.036457
7678800,1.042903,0.054786
7682400,0.683866,0.100552
7686000,0.668431,0.118298
7689600,0.623288,0.113028
7693200,0.633835,0.146769
7696800,0.665709,0.152221
7700400,0.662358,0.149989
7704000,0.664824,0.102246
7707600,0.632742,0.084244
7711200,0.633012,0.078705
7714800,0.716722,0.121315
7718400,0.694444,0.087933
7722000,0.657974,0.075946
7725600,0.253135,0.063559
7729200,0.130549,0.066932
7732800,0.156042,0.088606
7736400,0.142832,0.087273
7740000,0.223105,0.087264
7743600,0.576056,0.120241
7747200,0.601374,0.139272
7750800,1.056212,0.155998
7754400,1.006516,0.177500
7758000,1.021234,0.165246
7761600,0.901456,0.103019
7765200,0.912623,0.066289
7768800,0.534339,0.081833
7772400,0.562371,0.096496
7776000,0.533975,0.129689
7779600,0.511471,0.130116
7783200,0.511172,0.124304
7786800,0.590390,0.163099
7790400,0.613377,0.165568
7794000,0.652817,0.210722
7797600,0.718636,0.221578
7801200,0.826890,0.255665
7804800,0.772424,0.294481
7808400,0.735850,0.261809
7812000,0.331845,0.220144
7815600,0.188781,0.168781
7819200,0.157416,0.137416
7822800,0.176569,0.156569
7826400,0.271177,0.213426
7830000,0.650708,0.220193
7833600,0.646546,0.220883
7837200,1.147432,0.223109
7840800,1.159889,0.205245
7844400,1.205743,0.214240
7848000,1.011978,0.192161
7851600,1.134646,0.235253
7855200,0.813471,0.241597
7858800,0.734236,0.242763
7862400,0.711587,0.247633
7866000,0.654183,0.251918
7869600,0.673490,0.270788
7873200,0.674275,0.254173
7876800,0.641846,0.225139
7880400,0.712878,0.232741
7884000,0.723080,0.218011
7887600,0.761678,0.239852
7891200,0.740771,0.281159
7894800,0.708487,0.290502
7898400,0.344054,0.269507
7902000,0.233784,0.213784
7905600,0.207133,0.187133
7909200,0.204056,0.184056
7912800,0.321813,0.251591
7916400,0.669334,0.251982
7920000,0.639885,0.237342
7923600,1.125678,0.242900
7927200,1.138661,0.268086
7930800,1.144017,0.287851
7934400,1.038540,0.261735
7938000,1.083566,0.238730
7941600,0.717569,0.253707
7945200,0.687774,0.259015
7948800,0.693607,0.247194
7952400,0.700918,0.216675
7956000,0.683322,0.212160
7959600,0.708975,0.204757
7963200,0.756458,0.234102
7966800,0.799269,0.258384
7970400,0.856414,0.300492
7974000,0.820082,0.296535
7977600,0.792844,0.314382
7981200,0.763008,0.285853
7984800,0.374060,0.263959
7988400,0.241121,0.221121
7992000,0.209153,0.189153
7995600,0.209547,0.189547
7999200,0.322329,0.251152
8002800,0.696287,0.276201
8006400,0.676535,0.274410
8010000,1.150837,0.252028
8013600,1.145640,0.246179
8017200,1.153514,0.253300
8020800,1.064050,0.237340
8024400,1.152401,0.206454
8028000,0.786604,0.201435
8031600,0.783355,0.216549
8035200,0.738285,0.222001
8038800,0.710842,0.241279
8042400,0.760117,0.223605
8046000,0.712360,0.212351
8049600,0.694052,0.235343
8053200,0.703832,0.233569
8056800,0.684669,0.191426
8060400,0.638715,0.173346
8064000,0.614772,0.179985
8067600,0.685278,0.192869
8071200,0.310982,0.192355
8074800,0.185265,0.165265
8078400,0.212692,0.192692
8082000,0.215425,0.195425
8085600,0.292934,0.188533
8089200,0.626952,0.199057
8092800,0.612686,0.191596
8096400,1.112047,0.172854
8100000,1.168062,0.223036
8103600,1.121240,0.293042
8107200,0.993155,0.237734
8110800,1.034468,0.270475
8114400,0.578645,0.284047
8118000,0.629340,0.250115
8121600,0.604689,0.248288
8125200,0.640497,0.221580
8128800,0.648661,0.222369
8132400,0.707032,0.243969
8136000,0.709164,0.211396
8139600,0.625403,0.245180
8143200,0.604044,0.245889
8146800,0.641912,0.250413
8150400,0.643037,0.256381
8154000,0.685626,0.288645
8157600,0.361387,0.278599
8161200,0.262487,0.242487
8164800,0.274768,0.254768
8168400,0.243269,0.223269
8172000,0.333068,0.270367
8175600,0.697226,0.278712
8179200,0.656788,0.245440
8182800,1.174221,0.221228
8186400,1.213988,0.215452
8190000,1.228924,0.191096
8193600,0.919837,0.179391
8197200,0.892271,0.199786
8200800,0.653824,0.200618
8204400,0.670392,0.246077
8208000,0.634508,0.249090
8211600,0.666233,0.247606
8215200,0.683887,0.245063
8218800,0.711880,0.259251
8222400,0.729658,0.276051
8226000,0.718725,0.235548
8229600,0.716376,0.220063
8233200,0.725494,0.211604
8236800,0.772326,0.202231
8240400,0.810292,0.281956
8244000,0.391908,0.254336
8247600,0.285956,0.244411
8251200,0.306004,0.265620
8254800,0.311714,0.262988
8258400,0.397766,0.259789
8262000,0.769763,0.281973
8265600,0.765459,0.265930
8269200,1.332607,0.265348
8272800,1.287558,0.308809
8276400,1.247442,0.313221
8280000,1.083770,0.338384
8283600,1.074079,0.338472
8287200,0.686307,0.331910
8290800,0.592986,0.328443
8294400,0.600253,0.323909
8298000,0.608947,0.301338
8301600,0.619397,0.273560
8305200,0.677281,0.252892
8308800,0.661947,0.210330
8312400,0.690659,0.223518
8316000,0.696226,0.252167
8319600,0.700580,0.226660
8323200,0.723321,0.236856
8326800,0.760656,0.224568
8330400,0.385471,0.175196
8334000,0.277635,0.177342
8337600,0.256828,0.167559
8341200,0.235924,0.175180
8344800,0.341484,0.189373
8348400,0.739275,0.204649
8352000,0.717896,0.221487
8355600,1.226444,0.218311
8359200,1.277504,0.262853
8362800,1.336939,0.297091
8366400,1.193729,0.319552
8370000,1.072643,0.335161
8373600,0.730525,0.311979
8377200,0.659007,0.268534
8380800,0.701624,0.275972
8384400,0.701195,0.263220
8388000,0.729504,0.259483
8391600,0.704723,0.266128
8395200,0.641052,0.268460
8398800,0.662185,0.246174
8402400,0.681279,0.252846
8406000,0.650689,0.230223
8409600,0.641873,0.230840
8413200,0.754149,0.257045
8416800,0.445756,0.280260
8420400,0.347246,0.265457
8424000,0.334844,0.244628
8427600,0.358225,0.259085
8431200,0.453745,0.273630
8434800,0.737432,0.260787
8438400,0.714029,0.246473
8442000,1.226186,0.246668
8445600,1.154893,0.175905
8449200,1.169928,0.209656
8452800,0.961607,0.209225
8456400,1.046839,0.229625
8460000,0.730660,0.259527
8463600,0.734302,0.239633
8467200,0.745423,0.251818
8470800,0.744722,0.253028
8474400,0.761772,0.287324
8478000,0.711600,0.289295
8481600,0.649565,0.310385
8485200,0.675450,0.337138
8488800,0.684448,0.338718
8492400,0.720141,0.311023
8496000,0.747778,0.286888
8499600,0.803340,0.294797
8503200,0.404234,0.250479
8506800,0.294375,0.266707
8510400,0.292453,0.272453
8514000,0.322156,0.274072
8517600,0.424159,0.261393
8521200,0.771049,0.220946
8524800,0.726887,0.200867
8528400,1.211913,0.200913
8532000,1.241479,0.214705
8535600,1.183471,0.190617
8539200,0.998679,0.194951
8542800,1.001946,0.208054
8546400,0.710142,0.210382
8550000,0.687599,0.206260
8553600,0.599893,0.198755
8557200,0.672586,0.204072
8560800,0.674227,0.234433
8564400,0.698071,0.251174
8568000,0.686016,0.252386
8571600,0.675262,0.234142
8575200,0.727434,0.258599
8578800,0.669552,0.252580
8582400,0.643987,0.215471
8586000,0.685706,0.215154
8589600,0.311469,0.236804
8593200,0.177551,0.157551
8596800,0.176480,0.156480
8600400,0.209568,0.189568
8604000,0.318971,0.211708
8607600,0.623031,0.193598
8611200,0.663372,0.231031
8614800,1.126558,0.250643
8618400,1.138386,0.245052
8622000,1.096125,0.227878
8625600,0.883898,0.217879
8629200,0.889218,0.234085
8632800,0.532397,0.231080
8636400,0.540389,0.254444
8640000,0.559853,0.268576
8643600,0.585551,0.263210
8647200,0.634791,0.234822
8650800,0.638134,0.238527
8654400,0.633411,0.222992
8658000,0.622112,0.237427
8661600,0.596971,0.231130
8665200,0.631807,0.261914
8668800,0.649394,0.263368
8672400,0.592589,0.270454
8676000,0.254707,0.234707
8679600,0.153199,0.133199
8683200,0.201845,0.181845
8686800,0.197064,0.177064
8690400,0.294643,0.274643
8694000,0.697299,0.309819
8697600,0.761955,0.343950
8701200,1.233881,0.323293
8704800,1.171542,0.314795
8708400,1.224340,0.316732
8712000,0.956082,0.257563
8715600,0.870481,0.252887
8719200,0.527340,0.252633
8722800,0.622209,0.286877
8726400,0.611751,0.257825
8730000,0.599182,0.267053
8733600,0.635730,0.247698
8737200,0.719491,0.262163
8740800,0.702927,0.271993
8744400,0.698145,0.250421
8748000,0.762097,0.245131
8751600,0.700442,0.238294
8755200,0.742452,0.267036
8758800,0.710726,0.287503
8762400,0.353444,0.287657
8766000,0.248635,0.228635
8769600,0.233554,0.213554
8773200,0.231663,0.211663
8776800,0.355978,0.317996
8780400,0.735926,0.320615
8784000,0.726917,0.309006
8787600,1.208435,0.256389
8791200,1.217446,0.217889
8794800,1.176547,0.221180
8798400,1.090087,0.210714
8802000,1.133032,0.216668
8805600,0.886598,0.258483
8809200,0.875712,0.278859
8812800,0.813606,0.258125
8816400,0.831847,0.241032
8820000,0.815598,0.212039
8823600,0.783125,0.226094
8827200,0.759400,0.215997
8830800,0.742871,0.198409
8834400,0.711146,0.235578
8838000,0.688543,0.243515
8841600,0.670358,0.234130
8845200,0.726040,0.259737
8848800,0.340016,0.230954
8852400,0.202436,0.182436
8856000,0.192808,0.172808
8859600,0.189071,0.169071
8863200,0.258352,0.237573
8866800,0.616164,0.231098
8870400,0.592129,0.211323
8874000,1.099074,0.215416
8877600,1.087089,0.244253
8881200,1.070002,0.190820
8884800,1.023853,0.247841
8888400,1.044320,0.239706
8892000,0.686744,0.263138
8895600,0.687790,0.267671
8899200,0.676333,0.253317
8902800,0.681530,0.247641
8906400,0.690960,0.216826
8910000,0.639951,0.220880
8913600,0.646317,0.215438
8917200,0.603899,0.215899
8920800,0.630546,0.199487
8924400,0.660511,0.228546
8928000,0.642189,0.218272
8931600,0.688921,0.217346
8935200,0.334894,0.232276
8938800,0.262494,0.242494
8942400,0.257886,0.237886
8946000,0.265507,0.245507
8949600,0.364169,0.263192
8953200,0.725913,0.270794
8956800,0.767114,0.296445
8960400,1.284928,0.274619
8964000,1.263436,0.229070
8967600,1.298965,0.167286
8971200,1.082153,0.171735
8974800,1.105199,0.203164
8978400,0.729385,0.241340
8982000,0.741720,0.241100
8985600,0.789334,0.213769
8989200,0.738716,0.199544
8992800,0.657944,0.205665
8996400,0.625646,0.215905
9000000,0.681318,0.252781
9003600,0.691321,0.254211
9007200,0.709002,0.270053
9010800,0.727316,0.239495
9014400,0.742631,0.232099
9018000,0.753435,0.219114
9021600,0.438797,0.248912
9025200,0.356779,0.252405
9028800,0.337663,0.253765
9032400,0.319010,0.237854
9036000,0.399437,0.241901
9039600,0.722887,0.249798
9043200,0.746623,0.241977
9046800,1.264383,0.268281
9050400,1.312316,0.298337
9054000,1.317709,0.309950
9057600,1.116802,0.268143
9061200,1.118280,0.272689
9064800,0.838199,0.287853
9068400,0.847500,0.285900
9072000,0.745895,0.251495
9075600,0.713806,0.224531
9079200,0.761740,0.233647
9082800,0.756086,0.254689
9086400,0.689369,0.246624
9090000,0.746077,0.247938
9093600,0.738717,0.204475
9097200,0.711347,0.185183
9100800,0.712553,0.226416
9104400,0.746333,0.230736
9108000,0.371210,0.215164
9111600,0.277478,0.210845
9115200,0.300089,0.235206
9118800,0.289708,0.236511
9122400,0.382464,0.218472
9126000,0.737333,0.231526
9129600,0.774161,0.237014
9133200,1.236866,0.242455
9136800,1.137119,0.255111
9140400,1.193986,0.265588
9144000,1.088658,0.266217
9147600,1.095726,0.272314
9151200,0.763892,0.299850
9154800,0.747922,0.299631
9158400,0.784958,0.314286
9162000,0.772462,0.261528
9165600,0.742233,0.248388
9169200,0.710962,0.237840
9172800,0.751670,0.233615
9176400,0.666207,0.226089
9180000,0.662696,0.208517
9183600,0.633676,0.234129
9187200,0.641494,0.248055
9190800,0.648327,0.256036
9194400,0.252913,0.232913
9198000,0.181592,0.161592
9201600,0.202752,0.182752
9205200,0.157484,0.137484
9208800,0.265730,0.238309
9212400,0.667190,0.254261
9216000,0.736980,0.256558
9219600,1.243836,0.245402
9223200,1.223493,0.217480
9226800,1.293942,0.296550
9230400,1.212423,0.255142
9234000,1.224769,0.245117
9237600,0.828276,0.259010
9241200,0.811485,0.260418
9244800,0.820699,0.260794
9248400,0.703887,0.268539
9252000,0.712483,0.285095
9255600,0.800938,0.286045
9259200,0.810814,0.285612
9262800,0.855562,0.305246
9266400,0.855218,0.329115
9270000,0.808719,0.307109
9273600,0.774816,0.264732
9277200,0.747427,0.274275
9280800,0.337530,0.229632
9284400,0.238618,0.214991
9288000,0.264320,0.234818
9291600,0.229187,0.209187
9295200,0.325961,0.216405
9298800,0.673572,0.214522
9302400,0.703803,0.228733
9306000,1.229054,0.232786
9309600,1.282096,0.245439
9313200,1.255611,0.236099
9316800,1.165690,0.183504
9320400,1.185086,0.193593
9324000,0.858930,0.228387
9327600,0.828420,0.236887
9331200,0.877902,0.257696
9334800,0.869377,0.234984
9338400,0.848782,0.233466
9342000,0.780626,0.260565
9345600,0.755559,0.288798
9349200,0.790102,0.305178
9352800,0.784909,0.316207
9356400,0.711593,0.309874
9360000,0.724709,0.295191
9363600,0.712560,0.314289
9367200,0.414394,0.312166
9370800,0.306928,0.286928
9374400,0.295123,0.275123
9378000,0.306505,0.277600
9381600,0.375849,0.267330
9385200,0.718813,0.291318
9388800,0.703182,0.272608
9392400,1.250364,0.274064
9396000,1.149396,0.185648
9399600,1.071640,0.191134
9403200,0.975778,0.195618
9406800,0.964520,0.218383
9410400,0.596049,0.217359
9414000,0.567473,0.232185
9417600,0.543294,0.248308
9421200,0.565234,0.265307
9424800,0.606740,0.264779
9428400,0.576141,0.233254
9432000,0.652078,0.248644
9435600,0.654642,0.264179
9439200,0.644716,0.259550
9442800,0.696088,0.254115
9446400,0.689887,0.221856
9450000,0.655645,0.214122
9453600,0.326051,0.230310
9457200,0.262321,0.225815
9460800,0.266599,0.213387
9464400,0.241632,0.213824
9468000,0.329180,0.208409
9471600,0.676542,0.198963
9475200,0.666736,0.230820
9478800,1.173603,0.220377
9482400,1.157887,0.178938
9486000,1.210897,0.175284
9489600,1.109182,0.137939
9493200,1.108992,0.154126
9496800,0.765200,0.182250
9500400,0.802424,0.221834
9504000,0.765521,0.222748
9507600,0.793576,0.244164
9511200,0.776073,0.251665
9514800,0.728924,0.255557
9518400,0.675193,0.222814
9522000,0.703109,0.214891
9525600,0.702963,0.237192
9529200,0.747504,0.216164
9532800,0.723145,0.232818
9536400,0.715403,0.185367
9540000,0.409543,0.161205
9543600,0.297099,0.199771
9547200,0.256330,0.198578
9550800,0.251311,0.184519
9554400,0.349079,0.212539
9558000,0.687636,0.203412
9561600,0.678085,0.217758
9565200,1.179867,0.225696
9568800,1.115122,0.187864
9572400,1.096962,0.174581
9576000,0.974847,0.209742
9579600,0.951817,0.243896
9583200,0.599806,0.246812
9586800,0.611920,0.267660
9590400,0.567085,0.236790
9594000,0.573536,0.219319
9597600,0.618008,0.215243
9601200,0.623610,0.225730
9604800,0.617251,0.200817
9608400,0.635354,0.203334
9612000,0.633035,0.226718
9615600,0.662504,0.224210
9619200,0.702114,0.201054
9622800,0.679570,0.223388
9626400,0.354427,0.254534
9630000,0.257890,0.237890
9633600,0.252669,0.227966
9637200,0.255995,0.215806
9640800,0.366256,0.230261
9644400,0.664640,0.219719
9648000,0.681567,0.236893
9651600,1.242199,0.268589
9655200,1.230198,0.244218
9658800,1.272200,0.281086
9662400,1.089241,0.310914
9666000,1.004855,0.267473
9669600,0.652124,0.258466
9673200,0.615054,0.218542
9676800,0.604418,0.208209
9680400,0.673279,0.254930
9684000,0.609288,0.239682
9687600,0.579926,0.211543
9691200,0.572571,0.235873
9694800,0.603127,0.226991
9698400,0.613834,0.237167
9702000,0.663183,0.225796
9705600,0.712173,0.241646
9709200,0.722372,0.238205
9712800,0.365540,0.222390
9716400,0.255987,0.198870
9720000,0.219157,0.182851
9723600,0.255402,0.217044
9727200,0.360691,0.240372
9730800,0.725607,0.237273
9734400,0.767711,0.247031
9738000,1.279264,0.233218
9741600,1.238051,0.221471
9745200,1.242791,0.189440
9748800,0.944758,0.171321
9752400,0.986727,0.204654
9756000,0.634841,0.211729
9759600,0.633233,0.217307
9763200,0.671090,0.230233
9766800,0.678012,0.237845
9770400,0.619593,0.228187
9774000,0.640133,0.232051
9777600,0.650319,0.256751
9781200,0.681719,0.272476
9784800,0.671109,0.286780
9788400,0.728111,0.307885
9792000,0.708707,0.326376
9795600,0.693107,0.314124
9799200,0.376869,0.310616
9802800,0.227152,0.207152
9806400,0.243184,0.223184
9810000,0.253598,0.233598
9813600,0.358747,0.297616
9817200,0.698370,0.287363
9820800,0.698170,0.298983
9824400,1.252100,0.284749
9828000,1.186778,0.257660
9831600,1.107832,0.227058
9835200,0.902308,0.250917
9838800,0.980323,0.232084
9842400,0.645032,0.221217
9846000,0.663716,0.193684
9849600,0.673435,0.225494
9853200,0.617875,0.218823
9856800,0.642265,0.220805
9860400,0.719021,0.226069
9864000,0.749990,0.223746
9867600,0.709201,0.217798
9871200,0.737010,0.251808
9874800,0.718543,0.274449
9878400,0.654528,0.241317
9882000,0.684299,0.216488
9885600,0.381012,0.254326
9889200,0.291009,0.239583
9892800,0.293759,0.248839
9896400,0.292531,0.250547
9900000,0.418819,0.271914
9903600,0.754761,0.256761
9907200,0.719171,0.223623
9910800,1.158206,0.197840
9914400,1.170048,0.266610
9918000,1.231038,0.255996
9921600,1.015361,0.235277
9925200,1.042723,0.228128
9928800,0.709602,0.239404
9932400,0.727654,0.266590
9936000,0.760699,0.269775
9939600,0.703905,0.230016
9943200,0.657528,0.246774
9946800,0.632784,0.254388
9950400,0.678728,0.266906
9954000,0.687044,0.261914
9957600,0.661971,0.285799
9961200,0.613399,0.286411
9964800,0.672710,0.293626
9968400,0.718801,0.296290
9972000,0.392840,0.322850
9975600,0.308003,0.288003
9979200,0.301622,0.281622
9982800,0.295059,0.275059
9986400,0.366411,0.241165
9990000,0.681936,0.215862
9993600,0.779123,0.237870
9997200,1.299650,0.242262
10000800,1.261804,0.260620
10004400,1.277174,0.231181
10008000,1.058095,0.211823
10011600,1.106663,0.229501
10015200,0.697506,0.227326
10018800,0.724338,0.204037
10022400,0.737116,0.191192
10026000,0.752149,0.206658
10029600,0.722974,0.191033
10033200,0.712133,0.220397
10036800,0.692815,0.227593
10040400,0.681903,0.211385
10044000,0.667789,0.219320
10047600,0.723302,0.227616
10051200,0.704091,0.218362
10054800,0.661113,0.207033
10058400,0.276069,0.180851
10062000,0.226807,0.206807
10065600,0.251621,0.229475
10069200,0.265541,0.228004
10072800,0.351949,0.228908
10076400,0.693606,0.203764
10080000,0.688325,0.214207
10083600,1.187785,0.244810
10087200,1.215820,0.242856
10090800,1.286792,0.236850
10094400,1.049412,0.201125
10098000,1.014466,0.236613
10101600,0.684545,0.250417
10105200,0.748584,0.256650
10108800,0.667985,0.255341
10112400,0.683830,0.265011
10116000,0.636093,0.249830
10119600,0.619664,0.277011
10123200,0.603967,0.262222
10126800,0.611280,0.285825
10130400,0.597455,0.248137
10134000,0.595400,0.211549
10137600,0.609890,0.232292
10141200,0.591944,0.252251
10144800,0.296714,0.262425
10148400,0.205112,0.185112
10152000,0.234021,0.214021
10155600,0.200463,0.180463
10159200,0.326081,0.229093
10162800,0.707260,0.240155
10166400,0.688423,0.237793
10170000,1.203042,0.260120
10173600,1.170589,0.253145
10177200,1.282852,0.267694
10180800,1.253237,0.318026
10184400,1.158820,0.331912
10188000,0.908115,0.308358
10191600,0.845081,0.259986
10195200,0.873167,0.294221
10198800,0.856639,0.301223
10202400,0.814885,0.321120
10206000,0.788014,0.279753
10209600,0.748275,0.263920
10213200,0.751771,0.269322
10216800,0.752718,0.269146
10220400,0.770996,0.257604
10224000,0.764422,0.265639
10227600,0.737918,0.256338
10231200,0.424887,0.264722
10234800,0.326600,0.260792
10238400,0.329457,0.270643
10242000,0.292065,0.253453
10245600,0.345860,0.234872
10249200,0.657020,0.225852
10252800,0.655438,0.236058
10256400,1.196244,0.237015
10260000,1.258383,0.272338
10263600,1.240650,0.260848
10267200,1.145742,0.231716
10270800,1.177935,0.251521
10274400,0.807343,0.237949
10278000,0.741858,0.229217
10281600,0.797213,0.248519
10285200,0.800597,0.226759
10288800,0.794791,0.254360
10292400,0.769886,0.271336
10296000,0.714711,0.255326
10299600,0.675178,0.240952
10303200,0.703113,0.247889
10306800,0.663191,0.233817
10310400,0.762581,0.235977
10314000,0.732707,0.236903
10317600,0.328132,0.238107
10321200,0.245622,0.225622
10324800,0.290257,0.270257
10328400,0.291686,0.271686
10332000,0.405410,0.282397
10335600,0.730588,0.298043
10339200,0.723022,0.289904
10342800,1.196532,0.276487
10346400,1.107506,0.288188
10350000,1.109432,0.265897
10353600,0.844537,0.280715
10357200,0.814230,0.287557
